Latitude,Longitude,test_col,colorcode,RatingValue
52.45846000000000,-1.88885700000000,Al-Qamar Restaurant Ltd<br>4<br>2019-08-22<br>Restaurant/Cafe/Canteen,lightgreen,4
52.43437600000000,-1.89003500000000,Als Diner<br>2<br>2020-01-27<br>Restaurant/Cafe/Canteen,lightpink,2
52.48120700000000,-1.83000500000000,Alston Junior School<br>5<br>2018-02-28<br>School/college/university,black,5
52.48689800000000,-1.94352400000000,Alton Takeaway<br>1<br>2019-09-17<br>Takeaway/sandwich shop,red,1
52.49063500000000,-1.85569800000000,Alum Rock Kebab House<br>1<br>2020-08-18<br>Takeaway/sandwich shop,red,1
52.47593300000000,-1.90540600000000,Aluna<br>5<br>2019-11-15<br>Restaurant/Cafe/Canteen,black,5
52.39783780000000,-1.96098710000000,Alvechurch Wines & Spirits<br>5<br>2018-02-08<br>Retailers - other,black,5
52.48814600000000,-1.84186300000000,Al-Zaka Halal Meat<br>1<br>2018-02-09<br>Retailers - other,red,1
52.46900100000000,-1.89424700000000,AM Pakistan Catering<br>2<br>2019-06-19<br>Other catering premises,lightpink,2
52.47676920000000,-1.85538590000000,Aman Supermarket Saleh Limited<br>3<br>2019-08-07<br>Retailers - other,orange,3
52.46785300000000,-1.87791100000000,Amanah Day Nursery<br>5<br>2019-09-25<br>Hospitals/Childcare/Caring Premises,black,5
52.47988400000000,-1.90068500000000,Amantia<br>5<br>2019-03-05<br>Restaurant/Cafe/Canteen,black,5
52.46884400000000,-1.85575400000000,Ambala Sweet Centre<br>3<br>2020-02-05<br>Restaurant/Cafe/Canteen,orange,3
52.46505600000000,-1.98728100000000,Amber Tavern<br>4<br>2018-10-10<br>Pub/bar/nightclub,lightgreen,4
52.45439600000000,-1.89774100000000,Amberley Court Nursing Home<br>5<br>2019-01-19<br>Hospitals/Childcare/Caring Premises,black,5
52.39404770000000,-1.97487720000000,Ambika News<br>2<br>2019-02-11<br>Retailers - other,lightpink,2
52.50636800000000,-1.81648600000000,Ambridge Community Centre<br>5<br>2020-03-01<br>Other catering premises,black,5
52.45285300000000,-1.86547400000000,Amer Tandoori<br>2<br>2020-08-24<br>Restaurant/Cafe/Canteen,lightpink,2
52.41375600000000,-1.97188800000000,American Slice<br>3<br>2019-11-04<br>Restaurant/Cafe/Canteen,orange,3
52.53899800000000,-1.87715400000000,Amethyst Cakes<br>5<br>2018-03-01<br>Retailers - other,black,5
52.48657200000000,-1.93973900000000,Amir Supermarket<br>4<br>2019-04-23<br>Retailers - supermarkets/hypermarkets,lightgreen,4
52.45430000000000,-1.87334300000000,Amir-E-Millat Mosque & Community Cen<br>5<br>2020-03-01<br>Restaurant/Cafe/Canteen,black,5
52.50211300000000,-1.93310400000000,Amor Desserts<br>5<br>2019-11-19<br>Restaurant/Cafe/Canteen,black,5
52.46438400000000,-1.83441200000000,Amusement Storage Depot<br>5<br>2020-02-28<br>Other catering premises,black,5
52.46797500000000,-1.97007300000000,An Indian Affair<br>5<br>2020-03-01<br>Restaurant/Cafe/Canteen,black,5
52.48617800000000,-1.91274600000000,Ana Rocha Bar & Gallery<br>1<br>2020-02-06<br>Restaurant/Cafe/Canteen,red,1
52.45553650000000,-1.89183330000000,Anawim<br>3<br>2019-06-04<br>Pub/bar/nightclub,orange,3
52.44105000000000,-1.87429300000000,Anchor Hanover<br>5<br>2020-03-05<br>Hospitals/Childcare/Caring Premises,black,5
52.50319600000000,-1.90135500000000,Anchor Retirement Home<br>5<br>2020-03-01<br>Hospitals/Childcare/Caring Premises,black,5
52.42477400000000,-1.85528000000000,Anchor Trust<br>4<br>2019-02-13<br>Hospitals/Childcare/Caring Premises,lightgreen,4
52.47193300000000,-1.90570900000000,Anchor Trust<br>4<br>2019-11-18<br>Hospitals/Childcare/Caring Premises,lightgreen,4
52.54210100000000,-1.87791200000000,Anchor Trust<br>5<br>2020-01-07<br>Hospitals/Childcare/Caring Premises,black,5
52.48177000000000,-1.89735400000000,Anderson And Hill Ltd<br>5<br>2017-03-14<br>Retailers - other,black,5
52.48551600000000,-1.90451600000000,Andersons Bar And Grill Limited<br>4<br>2019-10-30<br>Restaurant/Cafe/Canteen,lightgreen,4
52.45087600000000,-1.87483800000000,Anderton Park Primary School<br>5<br>2016-06-14<br>Other catering premises,black,5
52.43303900000000,-1.91382200000000,Andrew Cohen House<br>5<br>2020-01-13<br>Hospitals/Childcare/Caring Premises,black,5
52.52763400000000,-1.83837500000000,Andy's Takeaway<br>4<br>2020-01-07<br>Takeaway/sandwich shop,lightgreen,4
52.50220790000000,-1.82890260000000,Angel Academy Nursery<br>3<br>2020-01-31<br>Hospitals/Childcare/Caring Premises,orange,3
52.53572600000000,-1.91966700000000,Angels Day Nursery<br>5<br>2019-02-21<br>Hospitals/Childcare/Caring Premises,black,5
52.52960300000000,-1.83298700000000,Angels Day Nursery<br>5<br>2020-01-14<br>Hospitals/Childcare/Caring Premises,black,5
52.54984200000000,-1.84787900000000,Angels Day Nursery Birmingham Ltd<br>5<br>2020-01-28<br>Hospitals/Childcare/Caring Premises,black,5
52.49516060000000,-1.88116040000000,Angie'S Catering Services<br>4<br>2018-10-16<br>Other catering premises,lightgreen,4
52.49927400000000,-1.90970100000000,Anglesey Primary School<br>5<br>2020-01-08<br>School/college/university,black,5
52.52118800000000,-1.84492800000000,Anglo Danish Catering<br>5<br>2017-03-02<br>Other catering premises,black,5
52.49346000000000,-1.85688200000000,Anjuman-E-Naqeebul Islam Mosque<br>5<br>2020-03-01<br>Restaurant/Cafe/Canteen,black,5
52.42875370000000,-1.92279670000000,Anjuna Lounge Ltd<br>2<br>2020-08-13<br>Restaurant/Cafe/Canteen,lightpink,2
52.46466100000000,-1.77836100000000,Ann Marie Howes Centre<br>5<br>2020-02-18<br>Hospitals/Childcare/Caring Premises,black,5
52.54922000000000,-1.88621000000000,Annie Rose Residential Home<br>5<br>2020-03-01<br>Hospitals/Childcare/Caring Premises,black,5
52.43164000000000,-1.89545500000000,Anns Aga Bakes<br>1<br>2020-03-01<br>Manufacturers/packers,red,1
52.49314117431640,-1.83262503147125,Antalya Shawarma<br>3<br>2017-11-29<br>Hospitals/Childcare/Caring Premises,orange,3
52.48164800000000,-1.90202200000000,Anthony Collins Solicitors<br>4<br>2020-03-01<br>Retailers - other,lightgreen,4
52.48520300000000,-1.84680700000000,Anthony Road Childrens Centre<br>5<br>2018-12-17<br>Hospitals/Childcare/Caring Premises,black,5
52.46060500000000,-1.89432700000000,Apna Ghar Day Centre<br>3<br>2020-01-15<br>Hospitals/Childcare/Caring Premises,orange,3
52.49817700000000,-1.92178200000000,Apna House Care Home<br>5<br>2019-02-21<br>Hospitals/Childcare/Caring Premises,black,5
52.45887000000000,-1.87647900000000,Apna Lahore<br>2<br>2018-10-22<br>Restaurant/Cafe/Canteen,lightpink,2
