Latitude,Longitude,BusinessName
52.50211300000000,-1.93310400000000,Amor Desserts
52.46438400000000,-1.83441200000000,Amusement Storage Depot
52.46797500000000,-1.97007300000000,An Indian Affair
52.48617800000000,-1.91274600000000,Ana Rocha Bar & Gallery
52.45553650000000,-1.89183330000000,Anawim
52.44105000000000,-1.87429300000000,Anchor Hanover
52.50319600000000,-1.90135500000000,Anchor Retirement Home
52.42477400000000,-1.85528000000000,Anchor Trust
52.47193300000000,-1.90570900000000,Anchor Trust
52.54210100000000,-1.87791200000000,Anchor Trust
52.48177000000000,-1.89735400000000,Anderson And Hill Ltd
52.48551600000000,-1.90451600000000,Andersons Bar And Grill Limited
52.45087600000000,-1.87483800000000,Anderton Park Primary School
52.43303900000000,-1.91382200000000,Andrew Cohen House
52.52763400000000,-1.83837500000000,Andy's Takeaway
52.50220790000000,-1.82890260000000,Angel Academy Nursery
52.53572600000000,-1.91966700000000,Angels Day Nursery
52.52960300000000,-1.83298700000000,Angels Day Nursery
52.54984200000000,-1.84787900000000,Angels Day Nursery Birmingham Ltd
52.49516060000000,-1.88116040000000,Angie'S Catering Services
52.49927400000000,-1.90970100000000,Anglesey Primary School
52.52118800000000,-1.84492800000000,Anglo Danish Catering
52.49346000000000,-1.85688200000000,Anjuman-E-Naqeebul Islam Mosque
52.42875370000000,-1.92279670000000,Anjuna Lounge Ltd
52.46466100000000,-1.77836100000000,Ann Marie Howes Centre
52.54922000000000,-1.88621000000000,Annie Rose Residential Home
52.43164000000000,-1.89545500000000,Anns Aga Bakes
52.49314117431640,-1.83262503147125,Antalya Shawarma
52.48164800000000,-1.90202200000000,Anthony Collins Solicitors
52.48520300000000,-1.84680700000000,Anthony Road Childrens Centre
52.46060500000000,-1.89432700000000,Apna Ghar Day Centre
52.49817700000000,-1.92178200000000,Apna House Care Home
52.45887000000000,-1.87647900000000,Apna Lahore
52.44724700000000,-1.86084200000000,Apna Pizza Bar
52.51017100000000,-1.88936100000000,Apna Roti Junction
52.47586480000000,-1.88314120000000,Apocalypse Cow
52.47221600000000,-1.94211400000000,Apollo Hotel
52.56173700000000,-1.82314500000000,Appetitie'S Cafe
52.44154760000000,-1.84915950000000,Apple Green Service Station
52.45196533203130,-1.86641895771027,Apple Kids Nursery
52.53026400000000,-1.82381600000000,Apple Tree Nursery
52.52181050000000,-1.81001920000000,Apple Tree Nursery & Pre-School
52.51559250000000,-1.90379920000000,Aps Alisha Polski Sklep
52.53008600000000,-1.92841800000000,Aquaduct Service Station
52.50376800000000,-1.86181300000000,Aquarius Fish & Chips
52.46693890000000,-1.88432740000000,Arabesque Lounge
52.49249600000000,-1.93852400000000,Aramark Prison Main Kitchen
52.49249600000000,-1.93852400000000,Aramark Staff and Visitor Canteen
52.47560600000000,-1.76211000000000,Aran Court Care Centre
52.48805300000000,-1.84034600000000,Arcadia Snooker Hall
52.44488110000000,-1.82182710000000,Archbishop Ilsley Rc Secondary Schoo
52.48983000000000,-1.92944100000000,Arches Sandwich Bar
52.47794723510740,-1.89391696453094,Archies Burgers Shakes Waffles
52.45913900000000,-1.94862200000000,Arco Lounge
52.45838546752930,-1.89614295959473,Arden Foodstore& Gold Moor Mar
52.45043050000000,-1.82973600000000,Arden Lodge
52.45228200000000,-1.76962300000000,Arden Oak
52.45556600000000,-1.86345000000000,Arden Primary School
52.44824900000000,-1.91264500000000,Arenas
52.49144363403320,-1.92278099060059,ARETSI EVENT CATERING LIMITED
52.48730600000000,-1.83252900000000,Arfat Kebab House
52.43969500000000,-1.95189500000000,Argis Pizza
52.39597240000000,-1.98348680000000,Argos (in Sainsbury's)
52.51705090000000,-1.90289410000000,Argos Ltd
52.40426500000000,-1.88552400000000,Argos Maypole
52.49625800000000,-1.85121700000000,Ariana Fresh Naan
52.54894100000000,-1.86050700000000,Ariana Restaurant
52.48560333251950,-1.88126397132874,Ariana Wholesale Ltd
52.46402900000000,-1.84716740000000,Ark Chamberlain
52.40325400000000,-1.96535400000000,Ark Convenience Store
52.45161100000000,-1.86458000000000,Ark Health Care Ltd
52.39811500000000,-1.93155600000000,Ark Kings Academy
52.45565600000000,-1.88926200000000,Ark Tindal Primary Academy
52.46253700000000,-1.84511800000000,Ark Victoria Academy
52.47794723510740,-1.89391696453094,Arket
52.50538900000000,-1.82300200000000,Arkle Stores
52.51104354858400,-1.85878002643585,Armada Service Station
52.43521800000000,-1.91912800000000,Aroma Quarters
52.47739500000000,-1.89057600000000,Arthur Brett Ltd
52.52547680000000,-1.82839850000000,Arthur Road
52.58964300000000,-1.83619900000000,Arthur Terry Academy
52.45628100000000,-1.87638300000000,Artisan
52.48583984375000,-1.90738701820374,Artisan Alchemy
52.52526540000000,-1.83787720000000,AS Cafe and Diner
52.49847600000000,-1.89407020000000,As Suffa Homeless Project
52.47024000000000,-1.86605400000000,Asalam Cafe
52.44299500000000,-1.88635100000000,Ascot Lodge
52.47794000000000,-1.78876300000000,Asda
52.46516700000000,-1.84160700000000,Asda
52.43505300000000,-1.89228400000000,Asda
52.53269000000000,-1.77972900000000,Asda
52.47791300000000,-1.84712600000000,Asda
52.44267900000000,-1.97803500000000,"Asda Cafe, Asda Store"
52.44267900000000,-1.97803500000000,Asda Stores
52.55117300000000,-1.91008200000000,Asda Stores Ltd
52.55117300000000,-1.91008200000000,Asda Stores Ltd
52.51834487915040,-1.90226399898529,Asda Stores Ltd
52.46417900000000,-1.84265500000000,"Asda Stores, Public Restaurant"
52.50996400000000,-1.88891900000000,Ash Food Fare
52.53284800000000,-1.86010000000000,Ash News
52.48121600000000,-1.90209600000000,Asha
52.43794800000000,-1.92790500000000,Ashi Foodstore
52.47369600000000,-1.95573000000000,Ashleigh Court
52.55105590820310,-1.84227097034454,Ashleigh House
52.43905720000000,-1.93969610000000,Ashley Borne Cafe
52.43896484375000,-1.87607896327972,Ashley Lodge
52.52625000000000,-1.93178500000000,Ashmill Residential Care Home
52.52410000000000,-1.85900800000000,Ashok Supermarket
52.44094800000000,-1.84207600000000,Ashram Group Ltd
52.51228900000000,-1.88636400000000,Ashways
52.47595800000000,-1.89634720000000,Asia Asia Food Hall
52.48024200000000,-1.85501000000000,Asian Catering Services
52.50716900000000,-1.94083100000000,Asian Mini Market
52.50329589843750,-1.91371500492096,Asim Kebab House
52.47943400000000,-1.89874300000000,Ask Italian Restaurant
52.43811400000000,-1.91991700000000,Aspens Services Ltd
52.51496900000000,-1.95311000000000,Aspire Residentail Care Home Ltd
52.53277587890620,-1.82480895519257,Asprey Court Care Home
52.50587900000000,-1.81422000000000,Assemblies Of God
52.50483500000000,-1.87586400000000,Aston & Nechels Food Bank
52.48972400000000,-1.87611300000000,Aston And Nechells Food Bank
52.50340200000000,-1.87225900000000,Aston Cafe
52.50480651855470,-1.87559902667999,Aston Community Youth Project
52.49730360000000,-1.88064350000000,Aston Cross News Ltd
52.50662300000000,-1.88360800000000,Aston Hall
52.51370400000000,-1.89053000000000,Aston Lane Groceries
52.52711600000000,-1.89825100000000,Aston Manor Cricket And Lucas Sports Club
52.49756600000000,-1.88849400000000,Aston Minimarket
52.50123300000000,-1.88733500000000,Aston News
52.50416600000000,-1.87225600000000,Aston Newtown SDA Church
52.50123300000000,-1.88733500000000,Aston Super Store Uk Ltd
52.50683940000000,-1.87818280000000,Aston Tavern
52.50013600000000,-1.88758900000000,Aston Tower Junior And Infant School
52.44475700000000,-1.86911800000000,Aston Transitional Care Ltd
52.48918440000000,-1.88626830000000,Aston University Engineering Academy
52.48694610595700,-1.88669395446777,Aston University Nursery And Pre School
52.50849400000000,-1.88496000000000,Aston Villa Football Club Plc
52.48882100000000,-1.89104900000000,Aston Way Service Station
52.42644200000000,-1.97391000000000,Astons Chemist
52.45164610000000,-1.81715020000000,Atholl Lodge
52.43284900000000,-1.83560300000000,Atlantic Fish Bar
52.53515200000000,-1.82795400000000,Atlantis Fish Bar
52.42674255371090,-1.92337894439697,Attic Brew
52.48787500000000,-1.79448800000000,Audley Primary School
52.52329400000000,-1.84689500000000,Aunt Dows
52.48434600000000,-1.89281200000000,Aunt Sally
52.47093963623050,-1.89344394207001,Aura Lounge Birmingham
52.39678630000000,-1.96198730000000,Austin Rose Care Home
52.46253700000000,-1.84511800000000,AutoDesk
52.44950866699220,-1.82107305526733,Avalon House
52.47545300000000,-1.84298300000000,Avenue Kebab House
52.44753820000000,-1.81342980000000,Avenue Stores
52.47488784790040,-1.96326696872711,Avery Fields Events
52.49091400000000,-1.93945400000000,Avery Health Care
52.55410100000000,-1.86088800000000,Avery Local
52.51003200000000,-1.91713500000000,Avon Residential Home
52.44798450000000,-1.82920090000000,Avoncroft
52.46190900000000,-1.86852300000000,Awais Food Store
52.47700600000000,-1.90968800000000,Away2dine
52.48045190000000,-1.89505570000000,Awsome Chips
52.49784900000000,-1.77191900000000,Aylesford Hall
52.45510000000000,-1.87350200000000,Azad Supermarket
52.45434700000000,-1.86707400000000,Azad Supermarket
52.46668600000000,-1.87092300000000,Azads Appetizers and Desserts
52.49612600000000,-1.93448300000000,Azhar Foodstore
52.46257850000000,-1.87555910000000,Aziz Cafe
52.45656900000000,-1.88625700000000,Aziz Express
52.50253400000000,-1.90484800000000,Aziz Pizza
52.45684700000000,-1.89438000000000,Aziz Supermarket
52.40375100000000,-2.02570700000000,Azka
52.51804700000000,-1.81746900000000,Azqa Quick Stop
52.44986724853520,-1.81948196887970,B & B News
52.52340500000000,-1.87217200000000,B & D News
52.45337800000000,-1.99142000000000,B & G Liquor Store
52.46505600000000,-1.98728100000000,B & G News
52.50079200000000,-1.80425300000000,B And A Offlicence
52.47413400000000,-1.86694100000000,B and M Retail
52.47834200000000,-1.77266800000000,B Js Bingo
52.56838800000000,-1.82224700000000,B My Chip
52.54287200000000,-1.89516200000000,B S B Pharmacy
52.52410000000000,-1.85900800000000,B Sillery
52.48137900000000,-1.89368800000000,B&M Retail Limited
52.47326700000000,-1.91019600000000,B15 Student Bar
52.45191700000000,-1.78054400000000,B26 Restaurant
52.48664600000000,-1.89096600000000,B4 Bar
52.45861500000000,-1.87302100000000,Bab E Khybar Restaurant (Mr Akbar Ja
52.50676800000000,-1.94844900000000,Baba Pizza
52.41219500000000,-1.99017800000000,Babs Off License T/A Life Style Expr
52.47737800000000,-1.92707500000000,Baby Gems Playhouse
52.47887600000000,-1.89911200000000,"Bacchus Bar, Burlington Arcade"
52.53082656860350,-1.90615797042847,Back Straight Stand Alexander Stadium
52.47640200000000,-1.88710400000000,Backpackers Hostel
52.47119841431580,-1.86200944488736,Bader Restaurant
52.53354900000000,-1.91748800000000,Badshah Palace Banqueting Suite
52.52383400000000,-1.80449000000000,Bagot Arms
52.48721300000000,-1.90249500000000,Baguette Du Maison
52.52476600000000,-1.83828300000000,Baguette Du Maison Uk Llp
52.47807900000000,-1.91454400000000,Baguette du Monde
52.47875800000000,-1.89753700000000,Baguette World
52.48074200000000,-1.89451400000000,Baguette World
52.48177000000000,-1.89735400000000,Baguette.com Unit 2
52.48142600000000,-1.89466000000000,Baguettes 4 Less
52.47366800000000,-1.76396200000000,Bailey's Cafe and Sandwich Bar
52.49136000000000,-1.89497500000000,Baileys Caribbean Cuisine Ltd
52.45903300000000,-1.83983200000000,Bains News
52.48129600000000,-1.77091500000000,Bains Supermarket
52.47862625122070,-1.87355303764343,Bainsy Bar
52.47537500000000,-1.88461800000000,Baked In Brick
52.51063537597660,-1.82654702663422,Baked In Brick
52.51647000000000,-1.89702200000000,Baker Cafe
52.47794600000000,-1.89391700000000,Bakery
52.47501700000000,-1.89636800000000,"Bakery, China Court"
52.40489196777340,-2.01664590835571,Balaam Wood School
52.47426605224610,-1.85093700885773,Balals
52.41411800000000,-1.84611100000000,Baldwins Pizza
52.41415200000000,-1.84427400000000,Baldwins Simla
52.41451263427730,-1.84430205821991,Baldwins Supermarket
52.44391500000000,-1.83568000000000,Bal'S Supermarket
52.45884900000000,-1.89144600000000,Balsall Heath Church Centre
52.39531100000000,-2.01222600000000,Balti 2000
52.44960400000000,-1.95641600000000,Balti 2000 Ltd
52.42403700000000,-1.92185400000000,Balti Bites
52.40582200000000,-1.87855300000000,Balti Hut
52.53425800000000,-1.83115700000000,Balti Hut
52.43373500000000,-2.00579400000000,Balti Nites
52.50647700000000,-1.81759100000000,Balti Queen
52.55184500000000,-1.90721900000000,Balti Spice
52.52507000000000,-1.85854800000000,Bamboo Garden
52.50562500000000,-1.94487000000000,Bamo Traditional Nann
52.58879000000000,-1.83087300000000,Banana Moon
52.44511300000000,-1.88293200000000,Banana Moon Day Nursery
52.46906000000000,-1.92373300000000,Banana Moon Edgbaston
52.50601800000000,-1.89034300000000,Bangla Bazar
52.42734700000000,-1.84230100000000,Bangla Bhari
52.46895770000000,-1.85608840000000,Bangla Fish Bazaar
52.45901400000000,-1.86825200000000,Bangla Food Service
52.45891400000000,-1.94813600000000,Bangla Lounge
52.50329600000000,-1.91371500000000,Bangla Station Wholesale Ltd
52.47803400000000,-1.91360200000000,Bank Restaurant
52.55787500000000,-1.87528700000000,Banners Gate Infant School
52.50250600000000,-1.90353700000000,Banoful Sweet Centre
52.44679380000000,-1.82037760000000,Banquet Cafe
52.47346300000000,-1.95636400000000,Banu Indian Restaurant
52.51370400000000,-1.88070200000000,Baps & Balls
52.45704700000000,-1.95543800000000,Baptist Church
52.50194470000000,-1.93426760000000,Baptist Church Centre And Victoria Road Multi Use Centre
52.43632200000000,-1.94879500000000,Baptist Missonary Society
52.47593300000000,-1.90540600000000,Bar Estilo
52.48390000000000,-1.89764300000000,Bar Opus At Snowhill
52.45023700000000,-1.92775300000000,Barber Institute Of Fine Arts
52.47993100000000,-1.91492300000000,Barclaycard Arena
52.47488021850590,-1.90700900554657,Bardolino Birmingham @ The Cube
52.50367736816410,-1.93554699420929,Barfi Desserts Ltd T/A Barfia
52.47575600000000,-1.88756200000000,Barfly Club Ltd
52.48414300000000,-1.93466200000000,Barford Junior And Infant School
52.48599500000000,-1.93538100000000,Barford Road Members Club
52.44128600000000,-1.93310700000000,Bargain Booze
52.40851200000000,-1.96095500000000,Bargain Booze Select Convenience
52.44491300000000,-1.88968600000000,Barkat Residential Home
52.57090400000000,-1.80979900000000,Barker Bakes
52.49534900000000,-1.83074600000000,Barley Mow
52.50121900000000,-1.80117300000000,Barry John'S Butchers
52.50479600000000,-1.94127600000000,Barsana Pure Veg
52.43373500000000,-2.00579400000000,Bartley Baps
52.43806900000000,-1.99493900000000,Bartley Green Football Club
52.43637000000000,-1.99796900000000,Bartley Green Leisure Centre
52.43490400000000,-2.00576500000000,Bartley Green Lodge
52.43350200000000,-2.00525000000000,Bartley Green Pharmacy
52.43636900000000,-1.99796900000000,Bartley Green School
52.43383400000000,-2.00307300000000,Bartley Green Social Club
52.43869800000000,-1.99195300000000,Bartley News
52.43233300000000,-1.99393900000000,Bartley Sailing Club Ltd
52.49924400000000,-1.89511800000000,Barton Arms
52.44006729125980,-1.93883204460144,Basecamp
52.52447600000000,-1.85748900000000,Bash Grill & Pizza
52.47998700000000,-1.82587200000000,Bashir & Son Covenience Store
52.56838900000000,-1.82224800000000,Bashundora Indian Restaurant
52.45918200000000,-1.96665000000000,Baskerville Special School
52.45377349853520,-1.87765598297119,Baskin Robbins
52.40540300000000,-1.89135700000000,Baverstock Academy
52.48024240000000,-1.90525770000000,Baxter Storey
52.47759400000000,-1.91431000000000,Baxter Storey Deutsche Bank
52.48009700000000,-1.90754700000000,Baxterstorey
52.47803400000000,-1.91360200000000,Baxterstorey
52.48141000000000,-1.89736900000000,Baxterstorey Ltd (at RBS)
52.53541300000000,-1.90911200000000,Bays Fish Bar
52.49929500000000,-1.88180200000000,Bbs Deli
52.48372100000000,-1.89843800000000,BDO LLP
52.47889600000000,-1.90045200000000,Be at One
52.58863800000000,-1.83145000000000,Bean Green Kitchen
52.44877600000000,-1.86152900000000,Bear Public House
52.53199300000000,-1.92953600000000,Beaufort Arms
52.51635300000000,-1.87829200000000,Beaumont Patisserie Ltd
52.43871200000000,-1.96915200000000,Beckbury Chippy Pizza
52.46469700000000,-1.83959200000000,Bedders Fish Bar
52.53965700000000,-1.82209800000000,Beech Hill Grange
52.53736600000000,-1.91258600000000,Beeches Evangelical Church
52.53831000000000,-1.91125800000000,Beeches Gold
52.52067000000000,-1.92171300000000,Beeches Kids Club (Cherry Orchard)
52.55457100000000,-1.82830600000000,Beeches Walk Takeaway
52.53404560000000,-1.91825180000000,Beef Belly BBQ and Belly Pizza
52.48041400000000,-1.89950600000000,Beefeater Bar & Block
52.45771100000000,-1.76887400000000,Beena'S News Mini Mart
52.49726200000000,-1.94015200000000,Beeton Grange Care Centre
52.53026500000000,-1.82381600000000,Before And After School Club
52.54694000000000,-1.85638400000000,Beggars Bush
52.48805400000000,-1.84034600000000,Beghal Food Store
52.53634900000000,-1.83468700000000,Beghals Wine Store
